index,iter,time,objective
0,0,30.2521534999609,-371.1507724442635
1,1,53.185546607017514,-372.9696412511249
2,2,79.02149508905411,-353.01266736493994
3,3,101.5895486190319,-332.3526410565652
4,4,118.70520862603188,-376.0944305664959
5,5,141.2650945609808,-342.98452200402926
6,6,163.87354437005519,-376.63132187640275
7,7,180.9608179450035,-362.7256546750817
8,8,201.08885235500335,-344.72832653759485
9,9,220.9317251240015,-298.74449183389464
10,10,243.82923837900162,-320.24179134034756
11,11,261.42799357104303,-320.2239086504589
12,12,281.1796570620537,-358.7045930233083
13,13,301.00515186297895,-359.27173268659453
14,14,315.3234141609669,-332.3381681322856
15,15,335.51012469506264,-380.7001188092123
16,16,352.5860826859474,-360.9198871459475
17,17,375.0437851829529,-357.891102251061
18,18,392.5404554439783,-345.20896950289136
19,19,415.57134405696394,-338.8541637347576
20,20,435.48847241902354,-323.10749560792107
21,21,458.4263543970585,-353.30986927014965
22,22,478.81788013994696,-334.3857942263455
23,23,495.97677382695673,-335.3200138190174
24,24,518.7728021980524,-370.5513075150669
25,25,541.5418176430463,-339.4498585871723
26,26,561.5938486440182,-352.86261745779905
27,27,581.7269955070019,-343.6257807073827
28,28,604.588444067955,-320.182310971871
29,29,624.5953840450048,-337.6986081506899
30,30,644.8563872270585,-334.1880176935719
31,31,665.2517203650475,-383.42655202727434
32,32,688.1620107270479,-325.5208397304071
33,33,713.5214586290122,-359.60632462782786
34,34,738.9410080829858,-321.80122847901436
35,35,759.3207061879635,-351.08734474052113
36,36,779.4293528770208,-337.04405329604936
37,37,802.3361311900616,-370.194229595546
38,38,822.2257555129528,-321.75987014914256
39,39,848.424503293991,-351.4791674921833
40,40,871.1206980849504,-345.82197021744764
41,41,893.6485721490383,-370.5346898101079
42,42,913.4857509969473,-349.7464633955561
43,43,931.1089443670511,-341.8268904209213
44,44,951.0154735740423,-365.2951074907408
45,45,971.3047255890369,-362.0767237122278
46,46,994.4161577290297,-368.2075442276869
47,47,1014.3116749459505,-324.89913164042844
48,48,1037.8995206589698,-344.7881687519702
49,49,1060.6473863220215,-322.4079466167214
50,50,1080.6246252319813,-347.4066695415505
51,51,1106.865977535963,-352.78174795027235
52,52,1126.9911589009762,-329.94138268027626
53,53,1144.4166229430436,-293.7072893010654
54,54,1164.1773531119823,-300.7889857353946
55,55,1184.0061555730103,-396.4583566381033
56,56,1203.8479629290105,-312.05899973666845
57,57,1227.0305646640063,-373.81512795881844
58,58,1246.8211996439695,-372.70111452931593
59,59,1271.9926826850176,-337.3933689177709
60,60,1294.9289339150191,-346.9375666790445
61,61,1314.8360094480515,-372.2737969105343
62,62,1334.4812907570602,-361.8260018029346
63,63,1352.1274731400013,-348.27949637566917
64,64,1374.7611776380538,-323.4179232291845
65,65,1394.8816513500215,-327.20437849705365
66,66,1412.285713351965,-366.68058138765537
67,67,1432.0092441539764,-362.7695674265893
68,68,1452.1257177460193,-307.1300641889099
69,69,1469.678381028056,-368.8348553070453
70,70,1489.535193871975,-331.9259184920881
71,71,1509.1423150680066,-350.7260652380097
72,72,1528.9836586099864,-345.08114404356434
73,73,1549.3342710870504,-376.8593259486271
74,74,1569.2101900320054,-330.79636424975996
75,75,1589.4187472319602,-343.2631394028004
76,76,1609.5890774979591,-321.22640832403954
77,77,1632.7631464420558,-361.9700345236769
78,78,1655.7139634439945,-355.50130747158533
79,79,1673.2777222830057,-342.3056880995081
80,80,1696.4020145380498,-322.1253368274893
81,81,1716.4471546219588,-351.95425113955
82,82,1736.5110678269864,-379.46732951268575
83,83,1756.98700613904,-329.5867026159819
84,84,1776.7166826850175,-360.42442925503735
85,85,1794.1323915230037,-348.2436145310351
86,86,1814.4641277019978,-360.4773828768022
87,87,1834.3637831009626,-349.2308183273214
88,88,1857.6633265080452,-335.7214858244172
89,89,1880.5771107649803,-334.9048541537913
90,90,1897.7487479120493,-354.2214536814174
91,91,1921.469914100051,-331.2281247078172
92,92,1941.3557348840236,-333.71074992466754
93,93,1961.4364390239716,-323.9321948752037
94,94,1984.2962933809756,-349.95962432884073
95,95,2004.3524365810156,-323.603159560135
96,96,2024.571492146969,-330.0880121209535
97,97,2050.444305621028,-351.52263128922874
98,98,2070.781688493967,-359.1073874782136
99,99,2093.363593938947,-328.2624167292265
100,100,2116.07625583303,-367.58445259482846
101,101,2136.3175829600095,-310.91665882947643
102,102,2153.646832761049,-329.33228008772585
103,103,2173.692471796036,-331.1240862113458
104,104,2193.9422495930194,-378.18004099591354
105,105,2214.353895511985,-331.6553990875936
106,106,2236.864134839058,-338.1694875716321
107,107,2260.492640550971,-344.3104083040005
108,108,2285.859270702958,-350.9480901232773
109,109,2305.6214738320114,-369.889364781863
110,110,2322.8813059799672,-368.29070215653917
111,111,2340.0498278380633,-351.14600568692185
112,112,2365.4754346569775,-324.9994713118101
113,113,2388.6858729360106,-367.75171454519375
114,114,2408.6293341879846,-334.16287155387266
115,115,2428.7761359490155,-359.4979521368475
116,116,2448.9902779870035,-341.7379038939954
117,117,2466.3567595089676,-335.3781481412925
118,118,2486.219569301963,-358.9317406449753
119,119,2506.0774276230336,-348.52292792422196
120,120,2526.3453468910457,-355.2508858297551
121,121,2543.468408468008,-352.6945157616358
122,122,2566.303154947996,-393.02238387483794
123,123,2589.0518472959993,-316.4444793075553
124,124,2609.407243054986,-315.87007553604883
125,125,2626.578314010024,-326.3324129342449
126,126,2650.1500157619716,-359.35888839504804
127,127,2670.1143305540086,-353.15819668864475
128,128,2687.3967302550077,-342.4984558998493
129,129,2713.2241936650275,-323.29359712624665
130,130,2730.370226132989,-335.11227968311084
131,131,2755.9303601440192,-371.607545548573
132,132,2776.298943879008,-352.36556308761493
133,133,2799.349274839997,-359.42371716448054
134,134,2822.458748016,-337.6641259443956
135,135,2842.371842787027,-337.3636334432114
136,136,2856.8900061780214,-328.55503665604346
137,137,2876.912061964035,-328.67987390049393
138,138,2894.3366263560056,-345.7569795692135
139,139,2911.4425078840254,-367.90167271017265
140,140,2928.656907752037,-353.66903709878045
141,141,2948.7377346320154,-336.4569050161522
142,142,2975.2821562360523,-348.6074108599517
143,143,2992.768020539045,-304.1535550008362
144,144,3012.814670683026,-344.7650020362584
145,145,3035.6810937310456,-359.52532400237095
146,146,3053.103727046013,-365.9554745504976
147,147,3076.185001250982,-372.6621381573286
148,148,3099.17978521204,-400.1175137455187
149,149,3122.420983723044,-333.075738036891
150,150,3140.0514439710378,-341.1545575826333
151,151,3160.043588258982,-379.86181958827626
152,152,3180.2565863440036,-348.537111549943
153,153,3197.7958687390087,-317.6994578320884
154,154,3223.0710225520133,-322.5524176058873
155,155,3243.506931727052,-338.3290348047772
156,156,3266.3902912449835,-328.97404608817044
157,157,3283.7905936830043,-362.6937600751066
158,158,3300.9334185550215,-363.33530238087474
159,159,3321.1514832309485,-362.747527663483
160,160,3341.441674564958,-329.8791513392125
161,161,3358.6982077560424,-382.42045302411276
162,162,3381.449965111971,-330.1080891405288
163,163,3404.887244964957,-342.5669059590871
164,164,3424.967555243969,-335.4506325568965
165,165,3442.216268584013,-346.2798185990913
166,166,3459.5634504460095,-334.5111072087891
167,167,3482.906402461052,-370.8036096020335
168,168,3505.7462959970235,-345.2774425243397
169,169,3528.8903841229676,-342.27048396608984
170,170,3548.792323325038,-349.49307405416033
171,171,3568.598948140025,-351.3622611820359
172,172,3586.006325026989,-326.71636601771394
173,173,3609.1296271179913,-363.9143157999702
174,174,3629.3995694260598,-358.09497320940454
175,175,3649.2514245990515,-348.5105713591094
176,176,3669.209329185009,-390.81511718949434
177,177,3692.0329717459676,-337.6761123788923
178,178,3715.1004017970563,-378.0128908098128
179,179,3737.9762994459866,-352.80910237721594
180,180,3761.210237236977,-339.9053182729063
181,181,3781.112327090025,-350.80208510722315
182,182,3801.8826980639697,-362.48482923113863
183,183,3822.121853448033,-315.0851251920763
184,184,3847.9131696100235,-322.1528123023425
185,185,3873.986476021051,-386.6773658237762
186,186,3888.8073972619773,-351.52486196016315
187,187,3912.1875993219614,-323.19336328378904
188,188,3934.9662503010036,-342.0227241008303
189,189,3952.111157444,-355.3964722862768
190,190,3969.2799800159933,-369.9867579815684
191,191,3989.1761510210035,-328.7017606796878
192,192,4009.6889116619827,-373.8767628406028
193,193,4033.21666573298,-341.8468179463392
194,194,4055.861159806013,-354.1372737718788
195,195,4078.9969483809473,-344.11355549440214
196,196,4099.5688447209595,-341.8731859192214
197,197,4122.459194329023,-322.70267214454395
198,198,4139.735080011964,-340.02344040141196
199,199,4159.6383798459765,-361.723948394432
200,200,4179.587642443061,-372.5567058590516
201,201,4199.698840141058,-333.387390411282
202,202,4222.332621984005,-349.88168107108555
203,203,4242.319351037026,-350.01130692216657
204,204,4262.596943943978,-343.8858386765129
205,205,4283.159372073054,-349.4141936175263
206,206,4305.982915124058,-347.67436343014515
207,207,4326.34099485302,-385.71261002782074
208,208,4346.251829462051,-354.8874718844936
209,209,4372.14113497901,-328.56537376961774
210,210,4389.608502835035,-324.6645802043786
211,211,4412.704592803955,-335.27356881740144
212,212,4433.637392253995,-338.53380572085825
213,213,4451.205806236028,-362.08240310884656
214,214,4471.198889974952,-337.2692993394087
215,215,4497.257786600947,-356.7754484602296
216,216,4517.156171339035,-347.3316206587553
217,217,4537.476006428957,-333.12977504980677
218,218,4554.835204576969,-330.71989367102435
219,219,4580.206836305022,-354.0337301708138
220,220,4600.341604110003,-353.93763236869876
221,221,4620.288807615042,-355.0684649732965
222,222,4640.419411383987,-361.17100666206505
223,223,4660.384498003959,-369.37861458728685
224,224,4686.304153764009,-347.1607537472109
225,225,4701.18703966105,-317.92807762184646
226,226,4724.687894796014,-351.6361819068958
227,227,4744.62361588502,-351.05219853436193
228,228,4764.75524416697,-363.2863989219982
229,229,4782.109980764031,-352.0510421917209
230,230,4802.261443024993,-364.2434385222321
231,231,4822.287973888039,-324.51765323815795
232,232,4845.5053895440105,-342.54675729053804
233,233,4871.523345604062,-371.91184451893
234,234,4894.4158904139995,-355.16516171242233
235,235,4914.153115080952,-336.35501517027745
236,236,4934.532848942042,-361.53371830035957
237,237,4955.24406368196,-345.5337427981283
238,238,4975.45238923502,-346.5615278523775
239,239,4998.904786754012,-352.65818078213823
240,240,5016.516950275063,-364.28748608420796
241,241,5033.877860656977,-378.056655470845
242,242,5054.015202995062,-366.19236169804594
243,243,5074.2305127110485,-346.6170472366339
244,244,5094.186087229967,-345.16871985983266
245,245,5116.902894144058,-379.55114124417236
246,246,5140.455079700947,-341.69537026397904
247,247,5160.565852220058,-370.27088089674976
248,248,5177.740817805052,-335.66306305512285
249,249,5194.9580209269525,-335.32179457450167
250,250,5220.89683029902,-365.01719575638833
251,251,5240.973733803034,-345.45476720959573
252,252,5261.647216415047,-360.18684274111547
253,253,5281.752543861032,-383.4841581401887
254,254,5296.238056751967,-381.9309776247416
255,255,5313.279816107988,-351.4531322932544
256,256,5330.701975497007,-363.5529129607585
257,257,5348.197691694975,-359.784565291896
258,258,5374.150294824958,-354.61877834816
259,259,5396.947316974997,-342.22284480434394
260,260,5417.410850751996,-370.9718713693834
