samples, error
16,7.307295762389442
16,7.873079553713254
16,8.379126826812147
16,9.888718037364328
16,6.710952653934252
16,8.162187551841992
16,8.084876191797733
16,7.262935064773877
16,8.087473939987666
16,8.602311423344986
8,9.222445753976471
8,13.650440301423433
8,11.31735530049594
8,9.726282428103763
8,7.553949316473549
8,9.283237036182271
8,6.484968902381809
8,12.156627880093923
8,12.009668589990488
8,12.076956484189097
4,15.007868180450508
4,11.825420394702334
4,9.008536901406242
4,7.3148113148189084
4,7.304930382693767
4,9.372917814630627
4,8.772262890206669
4,7.047724307644552
4,6.585080567701316
4,8.865337135558862
2,6.5102391255089795
2,12.435987839276745
2,7.014284850084419
2,10.206718683262029
2,7.241572023234698
2,7.880132939999922
2,9.038079816756543
2,25.149651133063973
2,6.463665063475207
2,15.34933701800378
0,32.740521026839076
0,33.69632525475926
0,31.220022370628758
0,32.16638299046747
0,35.772672529172794
0,33.11549120788619
0,35.71890823785379
0,32.91135024139697
0,32.87602645042562
0,32.68432545876931
