samples, error
16,8.545249146605666
16,19.10386163771872
16,8.055461186102313
16,9.041587043310459
16,6.907579731133113
16,7.621348386825402
16,11.451729556185354
16,7.788146087092281
16,8.981029699738874
16,9.749253395249681
8,7.216127810529491
8,6.728012037684965
8,7.000639419111204
8,8.278837073824919
8,9.033675701877357
8,17.243569119959783
8,7.080171988390034
8,8.71809704640694
8,7.292836889766816
8,5.698474774071926
4,17.989229572444515
4,19.380469321705217
4,6.281771532572818
4,10.648895836976745
4,16.92271956229486
4,10.074161555441107
4,15.485167660377813
4,10.936968970197888
4,7.745586913528513
4,14.897994306218132
2,23.111073697246145
2,6.324240395653262
2,9.861196641527187
2,10.614750824359891
2,8.41477829791325
2,11.442275861590781
2,11.629675023196434
2,45.4025300167744
2,13.018518314127167
2,36.44932493762745
0,34.31759161676636
0,36.457050364756014
0,33.33856565652035
0,33.320527035269684
0,36.613038108212514
0,36.5813503742566
0,29.614739579445615
0,33.02400197701662
0,32.96281866022265
0,34.014410428968276
